pub_date,author,img_url,pid,text,response,issue,desired_knowledge
9/24/18 14:34,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/37c75ab53d8b3c9cce4ed2e94df8d6b6/5C266674/t51.2885-15/e35/41625890_301778410414628_4733368993910868589_n.jpg,BoHdktKgjNu,"Ahhh nice ! Is the baby wearing a bib? No, right?",@bee.amela no bib.  You might see my shirt sleeve.,,
9/24/18 14:33,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/22ad17ca850b2e6439427d62f8c1c118/5C5A7BCB/t51.2885-15/e35/41358723_888229861371880_2186181100075335870_n.jpg,BoHP2LxFvSb,"Very nice view ! Is this a boat? No, right?",@ceelvancho it’s two boats,,
9/24/18 14:31,payniv,https://scontent-lax3-2.cdninstagram.com/vp/56778870d370165761930e809e34d42d/5C569B39/t51.2885-15/e35/42381315_162504308006115_1891466870539241012_n.jpg,BoHddkAATR0,"Ahhh so beautiful ! Is the cat asleep? No, right?",@payniv she feel asleep about 20 seconds after the photo,,
9/24/18 14:26,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/aa124fce1a4abf773221d28291a112c8/5C40AAB7/t51.2885-15/e35/42068799_2227222267564697_8276342939280688480_n.jpg,BoHdkyAClDP,"Wow , what an amazing photo here ! Is this a modern photo? No, right?",@bee.amela 📸📸,,
9/24/18 14:17,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/d9fa63b857f6cd0476ea4b0de9cfdc01/5C61BDF3/t51.2885-15/e35/41615533_639854759748751_7394491959255776405_n.jpg,BoHrVCqn1-o,"Ohh very nice ! Is this a river? No, right?","@ballintama Thank you for your comment! No, there's no river in this desert 😉",,
9/24/18 14:15,ethanthegarden,https://scontent-lax3-2.cdninstagram.com/vp/0643a4fe3dcd27fa84df0bc58619d5fe/5C5DB56F/t51.2885-15/e35/41055105_1122002914630485_9053131227224156153_n.jpg,BoHrShRBTYY,"Looks delicious ! Is the child eating a sandwich? No, right?",@ethanthegarden it's pizza 🍕,,
9/24/18 14:13,ethanthegarden,https://scontent-lax3-2.cdninstagram.com/vp/3aacf19bcc79cd0659728033ee21398c/5C242C2E/t51.2885-15/e35/41696691_2216728798604405_7438104859682124300_n.jpg,BoHrUB0nLd2,"Nice looking photo ! Is this a park? No, right?","@ethanthegarden no, this place is on the street.",,
9/24/18 13:51,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/48847ecd6d0021d0726355f4412ea2c8/5C59C843/t51.2885-15/e35/41167772_244751682860572_7861331087982988511_n.jpg,BoHkb8Dg6jL,"Wow , what an amazing photo here ! Is the cat asleep? No, right?",@ceelvancho he is playing,,
9/24/18 13:42,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/922c8b9d005c2e09c653cca8100e1a7b/5C2B4B1C/t51.2885-15/fr/e15/s1080x1080/42450851_2419383634755345_589876115798891678_n.jpg,BoEx1crlshQ,"Wow very nice ! Is this a hotel room? Yes, right?","@iefiefil It is not. All of our products are made for residential use, not commercial. Wouldn't you love to have this in your home?",,
9/24/18 13:22,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/6ed97a1cd608153e3bc1236dae6d51db/5C5F52D3/t51.2885-15/e35/41497892_239859410027532_5417688523316658176_n.jpg,BoHkbllCdcy,"Wow , what an amazing photo here ! What is the tallest object? Mountain, right?",@ceelvancho thank you 🙏 Mountain with waterfall more than 100 meters high,,
9/24/18 13:11,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/65985be435effc493d16444bce693a9b/5C4429C0/t51.2885-15/e35/41945314_2173633856250917_3942170629766470589_n.jpg,BoHkbT7hGt9,"Ohh very nice ! What is the time? Noon, right?",@bee.amela Yes! 😉,,
9/24/18 13:10,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/11c04bdb822fa56a59553a6b9e2bc115/5C434316/t51.2885-15/e35/41681714_479849349198624_6500950427774979257_n.jpg,BoHkXMGnuxd,"Nice looking ! Is the person wearing a tie? Yes, right?","@bee.amela Thank you, sure is! ⚜️",,
9/24/18 12:59,payniv,https://scontent-lax3-2.cdninstagram.com/vp/4c66e6ea190f3eb0ef5e220b0b166662/5C57B2F5/t51.2885-15/e35/42418237_722140958121746_4625463692150061359_n.jpg,BoHWq_bA1SP,"Ohh very nice ! What is the cat doing? Laying down, right?",@payniv yep and judging plp around,,
9/24/18 12:53,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/217c2eb4acd019d8fa62bcf2d5bc4dbc/5C607722/t51.2885-15/e35/41526488_717246815320817_8985324797147938553_n.jpg,BoChuCfHKki,"Ohh nice ! Is the person wearing a shirt? No, right?",@iefiefil 👙☺️,,
9/24/18 12:39,payniv,https://scontent-lax3-2.cdninstagram.com/vp/0265164f0d25c9b511853c517ec96bd3/5C2D279E/t51.2885-15/e35/41265378_2170232106554824_3850812242467646931_n.jpg,BoHdkrCFdpV,"Very nice ! Is this a beach? Yes, right?","@payniv yes it's a beach, but it's not great! with small pebbles.",,
9/24/18 12:22,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/87c030ef9c934516df83896e89421f5c/5C59665B/t51.2885-15/e35/41315042_2148967471779933_586240212129217410_n.jpg,BoHdeYzAoiY,"Wow very nice ! What is the cat doing? Sitting, right?",@bee.amela it's observing how we left it. Leave them in adoption,,
9/24/18 12:01,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/657dcbc01e8c77f6c2553cece600aa22/5C4172F3/t51.2885-15/e35/41326444_1627353594036430_5009139287826037914_n.jpg,BoHP3BvHKBV,"Very nice looking photo ! Is this person wearing a tie? Yes, right?",@bee.amela yes a tie and the TCP is one attachment of the identification,,
9/24/18 11:28,payniv,https://scontent-lax3-2.cdninstagram.com/vp/8507d3237699e123251d719f47a69ae7/5C46C50E/t51.2885-15/e35/41681873_696553837373751_5984474551559006779_n.jpg,BoHWp10ibn-,"Very nice ! Is this a church? No, right?","@payniv there is a church, but not in this area 👍🏻",,
9/24/18 11:24,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/6d79bb00fe7e5db8e2f62816d4d3d233/5C468B1E/t51.2885-15/e35/41243984_157055518560733_6222769917259700804_n.jpg,BoErDyflK3J,"Ahhh very nice ! Is this a church? No, right?","@bee.amela It is not a Church, It's a Castle.",,
9/24/18 10:11,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/e38f36a9b7c0eb74044554cfe812ee75/5C250C10/t51.2885-15/e35/40659547_1908714336100224_8611079422618420372_n.jpg,BoFNYvthX9M,"Wow very nice ! Is this a city? Yes, right?","@iefiefil Yeah, I believe it is actually a city but it's known as Ibiza Town by locals and tourists. Are you thinking about visiting?",,
9/24/18 8:48,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/58e97e69daf6710e30c0c17600155f57/5C5B1775/t51.2885-15/e35/41582493_469281083556957_3926415457197699248_n.jpg,BoF2kcqlKbs,"Wow very nice ! What is the person wearing around their neck? Nothing, right?","@bee.amela thanks! nothing, lol",,
9/24/18 8:33,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/d109cf1361835fb22bf42863e4e18296/5C621D7D/t51.2885-15/e35/41723585_1948725298547702_252856106238435322_n.jpg,BoCT2_oBI_G,"Ahhh very nice ! Is this a hotel room? No, right?","@iefiefil Thank for your comments, but i have to tell you that this is not a hotel room, it is a picture of our showroom. We´ll invite you  to come and visit us at Av. Gral Flores 2710.",,
9/24/18 8:07,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/0e0286ec8b30a673df590073ab6151e1/5C2A20EC/t51.2885-15/e35/41120869_304242010353593_6078517786299240332_n.jpg,BoFNYSBiWaW,"Ahhh very nice ! Is this a sunny day? Yes, right?",@ceelvancho yes 😊,,
9/24/18 7:45,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/005b660d88d53674e42c083ea9efd477/5C3C2698/t51.2885-15/e35/41329446_245910719390826_7728250899449066674_n.jpg,BoFNYYYhvsi,"Ohh very nice ! What is the little girl doing? Flying kite, right?","@bee.amela 💝🇺🇸🌍 Kindly Message Me If You Need Any Kind Of Graphic Designs Like Cartoons,  Logos, 🎨 Flyers, 📝 Mix Tape Cover, Animated Cartoon 🎬 Videos",,
9/24/18 6:58,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a63458bf3d3351a12bc5059dd36083bf/5C28A589/t51.2885-15/e35/41427057_265201590991715_8804294847080314540_n.jpg,BoFvqDEAKiX,"Wow , what an amazing photo here ! Is this a beach? No, right?","@bee.amela in truth it is a bridge, that goes above a sea 😍",,
9/24/18 6:33,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/8ba962edc924002b4e383ffbe066ce87/5C481985/t51.2885-15/e35/41126374_268287537128201_3365808471408352998_n.jpg,BoFNXyznNx0,"That 's a peaceful looking picture ! Is this a church? No, right?",@ceelvancho thank you very much. It is an office building.,,
9/24/18 5:43,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/68b6201438419582c6fdadae0746a3d8/5C242576/t51.2885-15/e35/41977758_743825602627880_2090894701035920577_n.jpg,BoFa8PnHV1S,"Ohh very nice ! Is the cat asleep? No, right?",@iefiefil cat was very active ha ha,,
9/24/18 5:30,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/d109cf1361835fb22bf42863e4e18296/5C621D7D/t51.2885-15/e35/41723585_1948725298547702_252856106238435322_n.jpg,BoCT2_oBI_G,"Ahhh very nice ! Is this a hotel room? No, right?",@iefiefil Buenos días!.Te pasamos la info por privado.Saludos Fabrica Italiana,,
9/24/18 5:02,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/c4ab0a85aef0e3120c80617c62129cee/5C5868B6/t51.2885-15/e35/41424848_235295913834198_2153753607928585581_n.jpg,BoC2S7WH3pG,"Ahhh very nice ! What is the person in the gray shirt doing? Playing tennis, right?",@iefiefil  It is playing with soap bubbles😊,,
9/24/18 4:41,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/e133d445e2430330b365a96f660f4289/5C414E79/t51.2885-15/e35/41310380_309594003177235_1451540350405060761_n.jpg,BoFh9G2hiEc,"Ahhh , what a very pleasant photo here ! Is this a church? No, right?",@bee.amela it’s not a church.It’s a symbol of polythéist religion before Christ,,
9/24/18 4:29,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/91dc797a2a26c3ac62a63203d4bbcee3/5C2BAF42/t51.2885-15/e35/41455686_325098114915018_5467232465335180663_n.jpg,BoFh7BphQKG,"Ahhh very nice ! Is this a river? Yes, right?",@bee.amela no just a waterfall :),,
9/24/18 4:17,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/4e0480898aa4cc06d8770e0cece7eb47/5C2A9322/t51.2885-15/e35/41767280_161440881445155_6407522555382304025_n.jpg,BoFvd_fhpRp,"What a very interesting photo here ! Are the giraffes in the wild? No, right?",@ceelvancho no it’s not the wild. This was in the Houston Zoo,,
9/24/18 3:08,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/b2608032e531e4378fa3888f8cf81199/5C44BEA7/t51.2885-15/e35/41758026_245752409467329_7208775292007049488_n.jpg,BoFvgrWgX_h,"Wow nice ! Is the girl wearing a necklace? No, right?","@iefiefil skin was smooth. I felt oily, wet and warm so would be good necklace for winter!",,
9/24/18 0:37,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/27ae81f0293d0307c4479b194c3c6ace/5C298087/t51.2885-15/e35/41432097_235363623797940_3270617600760983014_n.jpg,BoFvt5hl3oc,"Wow , what a very amazing photo here ! What is the time? Evening, right?",@ceelvancho thanks brother.. and its early morning,,
9/23/18 23:58,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/8f888000a817a41eca8cc49574fa2d90/5C3F983B/t51.2885-15/e35/42002654_2128907840762204_3782438339997974494_n.jpg,BoFNWKaB5bF,"Wow very nice ! Is this a beach? No, right?",@ceelvancho 😂I guess not 😅 tks 🙏🏽,,
9/23/18 23:37,payniv,https://scontent-lax3-2.cdninstagram.com/vp/2cb0a5a220f8639dcc6cb2b62138250a/5C5C7C82/t51.2885-15/e35/41671373_967171733490730_3196685449551309606_n.jpg,BoF2fx6gIXD,"Ohh nice ! What is the vase made out of? Cloth, right?",@payniv Thank you .It is made of ceramics.,,
9/23/18 23:36,payniv,https://scontent-lax3-2.cdninstagram.com/vp/ab931c95f492c223bb617e05c9707d0f/5C28F2B3/t51.2885-15/e35/42124869_274452733395389_4429278030612278711_n.jpg,BoDK68nng4X,"Ohh very nice ! Is the person wearing a life vest? No, right?",@payniv no 🤷🏽‍♀️,,
9/23/18 23:27,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/25407ff7b606382e4ec749adff047d85/5C56BE10/t51.2885-15/e35/41415146_2246062825675015_6007799493269931120_n.jpg,BoFNO3bhMKQ,"Wow very nice ! Is the dog asleep? Yes, right?",@iefiefil little bit :),,
9/23/18 23:04,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/27c2488f6913eef1ab6465fc3f1fea10/5C598FF6/t51.2885-15/e35/41523339_543132162781706_7596777190068730122_n.jpg,BoFNXyLBfR_,"Very nice ! Is this a beach? Yes, right?",@iefiefil it's a pool overlooking the beach..,,
9/23/18 22:41,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/10145b1842ae8cef434c534899d74891/5C2A9DCC/t51.2885-15/e35/41387193_1709732482470849_6322647244265544854_n.jpg,BoFo0RqHN4M,"Ahhh ahhh very nice ! Is this a river? Yes, right?",@ceelvancho a waterfall!💦,,
9/23/18 22:36,payniv,https://scontent-lax3-2.cdninstagram.com/vp/5b5bd760b81bfe3602ac08da3b44668d/5C3C3A4D/t51.2885-15/e35/41775554_322915271850762_3599092684838763435_n.jpg,BoE_otlCc2Y,"Very beautiful photo ! Is this a church? Yes, right?","@payniv thanks!! No, it’s a castle 😉",,
9/23/18 22:01,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/5ce775b8fb04ec9776e7b52d05e85ef0/5C40C8EB/t51.2885-15/e35/40958024_1398108816989291_3874634102112713582_n.jpg,BoFNYkmhtHB,"Nice photo ! What is the guy doing? Taking picture, right?",@bee.amela the guy is helping his partner in her daily routine work :),,
9/23/18 21:55,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/261339c99bc6704220683117ed790ac4/5C3EB40B/t51.2885-15/e35/41297084_288571171866463_8953272464156630559_n.jpg,BoFGfuwA8G7,"Wow nice ! What is the cat doing? Eating, right?",@bee.amela thank you ! She’s just yawning haha 😆,,
9/23/18 21:47,payniv,https://scontent-lax3-2.cdninstagram.com/vp/bad3836bdeeab9a18bbe2b55432990fc/5C26340D/t51.2885-15/e35/42080539_2206850566258547_6704882140754757554_n.jpg,BoFbGBZhc9Z,"Wow very nice ! What is the person wearing around their neck? Nothing, right?","@payniv nothing, you are right.",,
9/23/18 21:38,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/e133d445e2430330b365a96f660f4289/5C414E79/t51.2885-15/e35/41310380_309594003177235_1451540350405060761_n.jpg,BoFh9G2hiEc,"Ahhh , what a very pleasant photo here ! Is this a church? No, right?",@bee.amela yes the Pantheon is a christian basilica,,
9/23/18 21:29,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/51de6a38b99c1c2e3edc4bcd59afe26c/5C47AD33/t51.2885-15/e35/41366218_2196312244024915_5200444393593629474_n.jpg,BoFvt4CliaD,"Wow very nice ! Is this a cloudy day? No, right?",@ceelvancho yes the days were cloudy and smoggy. Thanks,,
9/23/18 21:18,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/4feb8df968ed9799e724c6d3e5cf7f69/5C5B4057/t51.2885-15/e35/41389797_382293488975996_4425489659363141856_n.jpg,BoFvr5llUTe,"Ohh very nice ! Is the person wearing a shirt? Yes, right?",@ceelvancho yes!,,
9/23/18 21:17,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/6605a3576be853aef9afdaf5e1b5bb37/5C432AF1/t51.2885-15/e35/42178839_484188892081013_4025398417795208329_n.jpg,BoFvsujHnXu,"Ahhh very nice ! Is this a church? No, right?",@bee.amela Home of British Parliament,,
9/23/18 21:07,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/784dea4a6f10e9dd5690547ca04085cf/5C481284/t51.2885-15/e35/41139104_161140234814132_8815373109391436566_n.jpg,BoFveQbnBPn,"Wow , what an amazing photo here ! Is the dog asleep? No, right?","@iefiefil nope, he was helping Mom with some computer work. ❤️",,
9/23/18 20:32,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/ff2f38ffa76a7b18dfff516339c63c8e/5C431E50/t51.2885-15/e35/40958054_997220020462305_1138336654663090176_n.jpg,BoFh-XAHUhW,"Ahhh , what a very pleasant photo here ! Is this a train station? No, right?",@bee.amela no it is a Falls,,
9/23/18 20:25,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/9e19ce405442566d28659d36cb5bc451/5C5D5E31/t51.2885-15/e35/41481095_245373082827196_2382529985291223040_n.jpg,BoFvrTagqit,"Very nice looking set ! What is the name of the day it is? Sunny, right?","@bee.amela Thank you, but not sure I understand the questions?? It was Saturday.? It was sunny.?",,
9/23/18 20:25,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/86e622dc90862f4bd9944e334b2eb4e7/5C5AC95E/t51.2885-15/e35/42003439_313853829390155_4316387598366939803_n.jpg,BoFvsZpnEgH,"Wow very nice ! Is the car moving? No, right?","@iefiefil Yes, the car moved! It was hard to take the picture for the movement!",,
9/23/18 20:21,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/cae0c025a17598b2a91b16643b98a18f/5C29D843/t51.2885-15/e35/41617367_309385079792730_3236692124416349838_n.jpg,BoFvdf1nmYy,"Ohh nice ! Is this a modern kitchen? No, right?",@ceelvancho yea it is 🙂,,
9/23/18 20:18,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/42bae7a4a97d00d027f4344a235d4fff/5C5B9BB6/t51.2885-15/e35/40791566_2168242883417350_2751518484090385590_n.jpg,BoFvr6mln8x,"Wow , what an amazing photo here ! Is this a beach? No, right?",@iefiefil it is. Thank you,,
9/23/18 20:16,payniv,https://scontent-lax3-2.cdninstagram.com/vp/693d8e5cfe7c494c1bf40606439fba68/5C5FF4ED/t51.2885-15/e35/41840217_2198794843527920_7152766413534505486_n.jpg,BoFvcOxjcF9,"Ohh very nice ! What color are the leaves? Green, right?",@payniv it's murky water. Thanks hunny.,,
9/23/18 20:16,payniv,https://scontent-lax3-2.cdninstagram.com/vp/c189cd1fb16393d42e6c043d894e83a0/5C5DDD56/t51.2885-15/e35/41757564_992427627603755_5403637883063345132_n.jpg,BoFvqVyB7hM,"Ohh very nice ! Is this a modern bathroom? No, right?",@payniv no that’s a portal to dimension 36,,
9/23/18 20:14,payniv,https://scontent-lax3-2.cdninstagram.com/vp/885faaf7c39c340e8f38f8df780a708c/5C25CBE6/t51.2885-15/e35/41464591_337850600293990_8075545532625057099_n.jpg,BoFvrnell1j,"Great photo ! What is the person wearing around their neck? Necklace, right?",@payniv  correct!,,
9/23/18 20:13,payniv,https://scontent-lax3-2.cdninstagram.com/vp/28342923b3e76879b731406295573e39/5C5BD3AD/t51.2885-15/e35/41697173_239706270046937_3762422551146254391_n.jpg,BoFvshhHHFc,"Ohh very nice ! Is the surfer going to fall? No, right?",@payniv nah he was right !,,
9/23/18 20:01,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/eabdd1525e06278134f0778221c9a596/5C42181B/t51.2885-15/e35/41549430_302025147257947_4274150547172004873_n.jpg,BoFopvul0wg,"Nice ! Is this a modern building? No, right?","@bee.amela Hi , It’s our showroom 🙂",,
9/23/18 19:55,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a1b3e241420308f86fcc8cd941756cdc/5C59D90E/t51.2885-15/e35/41470914_744128595927276_7876545227631195182_n.jpg,BoFo15MA3R-,"Wow very nice ! Is the person jumping? Yes, right?",@bee.amela trying to! 😂,,
9/23/18 19:51,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/a5a0ee8e3c9858695d693ad30cf9ccc1/5C58637B/t51.2885-15/e35/41812819_1627123817392121_4753296970295119736_n.jpg,BoFoz08BM9G,"Nice photo ! Is this person wearing a tie? No, right?","@iefiefil no tie, but what kind of tie would you recommend?",,
9/23/18 19:48,payniv,https://scontent-lax3-2.cdninstagram.com/vp/faeaeccd1df89a9b23daaba545a36027/5C5CB428/t51.2885-15/e35/41139109_234884637187736_3969043991532840324_n.jpg,BoFo0t6BTbg,"Wow very nice ! Is this a beach? Yes, right?","@payniv It’s a beach beside mountain, and also the easternmost point of Vietnam in land, very nice place to discover 👍👍👍",,
